time_added,resolved_title,resolved_url,excerpt
2021-09-05,"Joy, scrapes and broken tape: Paralympics 2020 final day – in pictures",https://www.theguardian.com/sport/gallery/2021/sep/05/paralympics-2020-final-day-in-pictures,"The best images from the last day of action in Tokyo as records were set, tears were shed and medals handed out"
2021-09-04,Dylan Alcott’s golden year continues at Tokyo Paralympic Games | Emma Kemp,https://www.theguardian.com/sport/2021/sep/04/dylan-alcotts-golden-year-continues-at-tokyo-paralympic-games-tennis-grand-slam,"Australian wins men’s quad singles gold with 7-6 6-4 victory over Sam SchröderAlcott requires just the US Open to complete calendar year golden slamTwo days ago, Dylan Alcott was not talking about the gold medal match he would play in 48 hours’ time. He was not talking about the potential golden slam that has been stalking him throughout 2021. And the world’s best wheelchair tennis player, whose list of on-court exploits is lengthy enough to make ink run dry, was not even talking about himself.Alcott’s focus was – as it has always been – about changing perceptions towards para-sports. “How cool is this news,” he tweeted from Tokyo soon after the federal government had committed to providing financial support so Australia’s Paralympians can receive the same cash bonus as their able-bodied counterparts."
2021-08-09,Ten of the best Australian stories of the Tokyo Olympic Games,https://www.theguardian.com/sport/2021/aug/09/ten-of-the-best-australian-stories-of-the-tokyo-olympic-games,"Feeling bereft now that the Games are over? Perhaps a reminder of some of the best moments of the past fortnight will help ease the painIt was the most anticipated moment of the Tokyo 2020 swim meet: American swim queen Katie Ledecky against 20-year-old Australian Ariarne Titmus in the 400m freestyle. Ledecky had dominated the event for years, but had been upstaged by a teenaged Titmus at the 2019 world championships. After two years without competition, the rivals were back in the pool. The 400m discipline is gruelling – too long for all-out sprinting, too short for an endurance rhythm. Ledecky led out and was ahead of Titmus for most of the race, before the Tasmanian surged in the final lap to win her first Olympic gold medal. It was a tactical swim executed to perfection. And it got the celebration it deserved from Titmus’s coach, Dean Boxall, who caught the world’s attention with his gyrations. (Kieran Pender)"
2021-08-08,‘Back to square one’: how Australia engineered remarkable golden Games | Kieran Pender,https://www.theguardian.com/sport/2021/aug/09/tokyo-2020-olympics-back-to-square-one-how-australia-engineered-remarkable-golden-games,"Governance and high-performance shake-ups ensured there would be no repeat of Rio 2016There are two striking characteristics about Australia’s Tokyo 2020 medal tally. The first is the number of gold medals: 17 – equal with the nation’s best previous haul at the 2004 Olympics in Athens. The second is the differential between the number of golds and silvers: 17 first-place performances and seven second places. Among the top 10 countries on the Tokyo medal tally, it is the best gold-to-silver ratio.“One of the big issues that was identified in Rio was performing under pressure – converting opportunities to medals,” says Peter Conde, director of the Australian Institute of Sport, a government agency tasked with funding and guiding high-performance sport in Australia. “I think you’d have to say that our athletes and our teams have really performed under pressure at these Games.”"
2021-08-07,Watching sport has brought so much emotional light in a time of pandemic darkness | Paul Daley,https://www.theguardian.com/commentisfree/2021/aug/07/watching-sport-has-brought-so-much-emotional-light-in-a-time-of-pandemic-darkness,"But reading Brandon Jack’s memoir is a timely reminder that human pain and anguish are never far below the surface of elite performanceNever have I found so much solace in the Australian football codes as during this latest ongoing Sydney lockdown.Having grown up in Melbourne AFL is my main game. But during Sydney lockdown I’ve also relished NRL, not least Origin 111 – played on the Gold Coast in front of actual barracking, cheering, exuberant fans to deliver so much unanticipated emotional light through my screen in a time of pandemic darkness."
2021-08-09,Australia’s swimmers target Paris after record-breaking Tokyo medal haul | Kieran Pender,https://www.theguardian.com/sport/2021/aug/10/australias-swimmers-target-paris-after-record-breaking-tokyo-medal-haul,"Individually and in relay teams the Dolphins were dominant in Tokyo and with time on their side, the future is brightIn February, Australia’s swim team gathered on the Gold Coast for a pre-Olympic camp. Midway through the week, Australia’s best swimmers arrived at the pool expecting a typical training session. But head coach Rohan Taylor was waiting with a surprise.“Rohan had a really good idea,” explained Michael Bohl, coach of Australia’s Tokyo 2020 swim star Emma McKeon. “He just said: ‘Guys, you don’t know what’s going to happen, here’s what’s going to happen. We divide you into two teams – green and gold. These are the events you’re doing.’” Taylor had sprung an unexpected series of races on his team."
2022-03-01,Talking Horses: punters right to ask why the Tote is still playing its own game,https://www.theguardian.com/sport/2022/mar/01/talking-horses-horse-racing-the-tote-betting,"More transparency is needed to show the system is fair since the introduction of the Pool Guarantee Service in 2020If you place a bet on the Tote, who do you think you are betting against? For most of its customers, the answer today would probably be much the same as it was when Winston Churchill helped to set up the UK’s pool-betting operation nearly a century ago. The Tote is there for recreational, relatively small-scale punters, and racegoers in particular, who want a fiver each-way for an interest, or a few quid in the Placepot in the hope of a decent return at the end of the afternoon.And while hardly anyone on a day out at the races is bothered about the mechanics of Tote betting, one key point is generally understood: there’s no bookie. Instead, all the cash goes into the pool, the Tote takes a cut off the top and then divides what is left by the number of winning units to get the dividend."
2022-02-28,Arsenal say Covid-19 pandemic largely to blame for losses of £107m in 2020/21,https://www.theguardian.com/football/2022/feb/28/arsenal-covid-19-pandemic-to-blame-losses-107m-football-premier-league,"Figure is more than double than loss for same period last yearMatchday revenue down £75m but broadcasting income upArsenal have said the effects of the Covid-19 pandemic were the main reason for losses of £107.3m for the year end May 2021 after releasing their latest consolidated accounts on Monday. The figure was more than double the £47.8m loss for the same period in 2020.“The results for the financial year have been materially impacted by the coronavirus pandemic, which caused the majority of matches for the 2020/21 season to be played behind closed doors,” Arsenal said in a statement."
2022-02-28,More misery for Steve Bruce as West Brom beaten at home by Swansea,https://www.theguardian.com/football/2022/feb/28/more-misery-for-steve-bruce-as-west-brom-beaten-at-home-by-swansea,"Steve Bruce is still seeking his first win in charge of beleaguered West Brom after a 2-0 defeat at home to Swansea. West Brom supporters chanted: “You’re not fit to wear the shirt,” as Bruce’s side’s alarming slump continued. Late goals from Joel Piroe and Cyrus Christie made it one win in 12 Championship games for West Brom, one point from a possible 21 and one goal in 10-and-a-half hours of football. Callum Robinson twice hit a post but West Brom failed to test Andrew Fisher, the Swansea goalkeeper."
2022-02-28,‘My respect for Bielsa is massive’: Jesse Marsch named as new manager of Leeds,https://www.theguardian.com/football/2022/feb/28/leeds-united-confirm-jesse-marsch-new-manager,"Former RB Leipzig coach replaces sacked Marcelo BielsaAmerican coach tasked with securing top-flight survivalJesse Marsch has been confirmed as the new head coach of Leeds United, after the struggling Premier League club moved swiftly to replace Marcelo Bielsa. Indeed Bielsa, sacked on Sunday, had barely had time to bid his players a final farewell at the training ground on Monday morning before his 48-year-old successor became only the second American to manage a Premier League team."
2022-02-28,Steve Borthwick ‘very proud’ after Ben Youngs’ historic England cap,https://www.theguardian.com/sport/2022/feb/28/steve-borthwick-very-proud-after-ben-youngs-historic-england-cap,"Youngs broke England men’s appearance record at the weekendLeicester head coach lauds ‘absolutely brilliant’ scrum-halfSteve Borthwick has underlined the effort and sacrifices made by the Leicester scrum-half Ben Youngs in order to break the England men’s appearance record.“He’s absolutely brilliant,” was the Leicester head coach’s glowing assessment of the 32-year-old, who surpassed Jason Leonard when he came on as a replacement against Wales on Saturday, earning his 115th cap for his country."
2022-02-28,Ukrainian football player emotional on pitch after support from fans – video,https://www.theguardian.com/world/video/2022/feb/28/ukrainian-football-player-emotional-on-pitch-after-support-from-fans-video,"When Ukrainian football player Roman Yaremchuk came on to the pitch for Portuguese Primeira Liga club SL Benefica, he was met with thunderous applause from the crowd who held signs in support of the player's homeland. Russia invaded Ukraine late last week and has been carrying out military offensives across the countryMoscow braces for market meltdown Monday as new sanctions hitFighting on streets of Kharkiv, Ukraine’s second largest citySwift action at last brings meaningful sanctions against PutinRussia’s war in Ukraine: complete guide in maps, video and picturesSnake Island defenders may still be aliveHow Ukrainian defiance has derailed Putin’s plans"
2022-02-27,West Ham's David Moyes praises Premier League's 'brilliant' response to Ukraine crisis – video,https://www.theguardian.com/football/video/2022/feb/27/west-hams-david-moyes-praises-premier-leagues-brilliant-response-to-ukraine-crisis-video,"West Ham manager David Moyes has called the Premier League's response to the Russian invasion of Ukraine 'brilliant', noting English football's unique ability to reach a global audience to spread its message. Moyes also confirmed that the club have given Ukrainian winger Andriy Yarmolenko some time off as he receives support in light of recent events.West Ham revive top-four challenge as Tomas Soucek delivers win over Wolves"
2022-02-26,'No more war': NHL star Alex Ovechkin responds to Russia's invasion of Ukraine – video,https://www.theguardian.com/sport/video/2022/feb/26/no-more-war-nhl-star-alex-ovechkin-reponds-to-russias-invasion-of-ukraine-video,"Washington Capitals winger Alex Ovechkin called for 'no more war' after being asked about Russia's invasion of Ukraine. The Russian expressed his desire for peace and a quick end to the conflict, however when asked about his friendship with Russian president Vladimir Putin and whether the supported the invasion, Ovechkin took a neutral stance saying 'it's not in my hands.'"
